(up f1 f2)
(board f2 p5)
(up f2 f3)
(depart f3 p5)
(board f4 p22)
(up f4 f5)
(depart f5 p22)
(up f10 f14)
(up f16 f24)
(up f24 f26)
(board f26 p6)
(up f26 f27)
(up f27 f33)
(up f36 f38)
(up f38 f43)
(depart f43 p6)
(up f43 f48)
(board f51 p7)
(down f51 f14)
(up f14 f16)
(board f36 p9)
(down f36 f24)
(up f24 f27)
(up f33 f38)
(up f38 f48)
(down f48 f10)
(up f10 f38)
(board f38 p3)
(down f38 f16)
(down f16 f1)
(board f1 p2)
(depart f27 p2)
(board f1 p4)
(up f1 f33)
(depart f33 p4)
(board f2 p13)
(up f2 f3)
(depart f3 p13)
