(navigate rover1 waypoint3 waypoint0)
(navigate rover0 waypoint1 waypoint0)
(sample_soil rover0 rover0store waypoint0)
(take_image rover1 waypoint0 objective1 camera0 high_res)
(communicate_image_data rover1 general objective1 high_res waypoint0 waypoint1)
(navigate rover1 waypoint0 waypoint6)
(navigate rover2 waypoint3 waypoint6)
(navigate rover1 waypoint6 waypoint4)
(sample_rock rover1 rover1store waypoint4)
(communicate_rock_data rover1 general waypoint4 waypoint4 waypoint1)
(communicate_soil_data rover2 general waypoint6 waypoint3 waypoint1)
