(turn_to satellite4 planet11 star9)
(turn_to satellite3 star3 planet10)
(turn_to satellite2 phenomenon13 phenomenon6)
(turn_to satellite1 star2 planet11)
(turn_to satellite0 star4 star0)
(switch_on instrument1 satellite0)
(calibrate satellite0 instrument1 star4)
(turn_to satellite0 star3 star4)
(turn_to satellite0 planet5 star3)
(take_image satellite0 planet5 instrument1 image2)
(turn_to satellite0 phenomenon6 planet5)
(take_image satellite0 phenomenon6 instrument1 image4)
(turn_to satellite0 phenomenon8 phenomenon6)
(take_image satellite0 phenomenon8 instrument1 image2)
(turn_to satellite0 planet10 phenomenon8)
(take_image satellite0 planet10 instrument1 image4)
(switch_on instrument3 satellite1)
(calibrate satellite1 instrument3 star2)
(turn_to satellite1 star9 star2)
(take_image satellite1 star9 instrument3 image3)
(turn_to satellite4 groundstation1 planet11)
(switch_on instrument8 satellite4)
(calibrate satellite4 instrument8 groundstation1)
(turn_to satellite4 phenomenon7 groundstation1)
(take_image satellite4 phenomenon7 instrument8 infrared1)
(turn_to satellite4 planet11 phenomenon7)
