(board-truck driver1 truck2 s2)
(drive-truck truck2 s2 s0 driver1)
(load-truck package4 truck2 s0)
(load-truck package3 truck2 s0)
(load-truck package7 truck3 s2)
(walk driver2 s0 p2-0)
(walk driver2 p2-0 s2)
(board-truck driver2 truck3 s2)
(drive-truck truck3 s2 s1 driver2)
(disembark-truck driver2 truck3 s1)
(unload-truck package7 truck3 s1)
(drive-truck truck2 s0 s1 driver1)
(load-truck package5 truck2 s1)
(unload-truck package3 truck2 s1)
(load-truck package2 truck2 s1)
(drive-truck truck2 s1 s2 driver1)
(unload-truck package4 truck2 s2)
(unload-truck package2 truck2 s2)
(drive-truck truck2 s2 s0 driver1)
(disembark-truck driver1 truck2 s0)
(unload-truck package5 truck2 s0)
