(turn_to satellite2 planet10 star1)
(turn_to satellite0 star1 star0)
(calibrate satellite0 instrument0 star1)
(turn_to satellite0 star7 star1)
(take_image satellite0 star7 instrument0 image4)
(take_image satellite0 phenomenon13 instrument0 image4)
(take_image satellite0 phenomenon14 instrument0 image4)
(take_image satellite0 planet5 instrument0 image4)
(calibrate satellite1 instrument2 groundstation3)
(turn_to satellite4 star16 planet9)
(switch_on instrument9 satellite4)
(calibrate satellite4 instrument9 star2)
(turn_to satellite4 planet9 star16)
