(turn_to satellite1 groundstation3 star4)
(turn_to satellite0 star1 star0)
(turn_to satellite0 star7 star1)
(turn_to satellite0 planet5 phenomenon14)
(take_image satellite0 planet5 instrument0 image4)
(switch_on instrument2 satellite1)
(calibrate satellite1 instrument2 groundstation3)
(turn_to satellite1 star6 groundstation3)
(turn_to satellite4 star16 planet9)
(turn_to satellite4 star2 star16)
(switch_on instrument9 satellite4)
(turn_to satellite4 star16 star2)
(turn_to satellite4 planet9 star16)
