(load hoist1 crate5 truck0 depot1)
(lift hoist0 crate4 crate3 depot0)
(load hoist0 crate4 truck0 depot0)
(lift hoist0 crate3 crate2 depot0)
(load hoist0 crate3 truck0 depot0)
(load hoist0 crate2 truck0 depot0)
(lift hoist0 crate1 pallet0 depot0)
(drop hoist0 crate2 pallet0 depot0)
(unload hoist2 crate3 truck0 distributor0)
(unload hoist1 crate4 truck0 depot1)
(unload hoist1 crate1 truck0 depot1)
(unload hoist1 crate0 truck0 depot1)
(drop hoist2 crate3 pallet2 distributor0)
(drop hoist0 crate5 crate2 depot0)
