(unstack c e)
(put-down c)
(unstack b g)
(stack b j)
(unstack b j)
(stack b j)
(unstack g h)
(stack g c)
(unstack g c)
(stack g c)
(pick-up e)
(stack e g)
(unstack h k)
(stack h b)
(unstack k a)
(stack k h)
(unstack k h)
(stack k h)
(unstack a f)
(put-down a)
(unstack f i)
(stack f a)
(pick-up i)
(stack i e)
(unstack i e)
(stack i e)
(unstack f a)
(stack f i)
(unstack f i)
(stack f i)
(unstack k h)
(stack k f)
(unstack h b)
(stack h k)
(unstack h k)
(stack h k)
(unstack b j)
(stack b h)
(unstack j d)
(stack j a)
(pick-up d)
(stack d b)
(unstack j a)
(stack j d)
(pick-up a)
(stack a j)
