(walk driver3 s2 p1-2)
(walk driver3 p1-2 s1)
(board-truck driver2 truck1 s2)
(drive-truck truck1 s2 s3 driver2)
(load-truck package4 truck1 s3)
(drive-truck truck1 s3 s9 driver2)
(load-truck package3 truck1 s9)
(drive-truck truck1 s9 s4 driver2)
(unload-truck package4 truck1 s4)
(unload-truck package3 truck1 s4)
(drive-truck truck1 s4 s6 driver2)
(disembark-truck driver2 truck1 s6)
(walk driver2 s6 p6-8)
(walk driver2 p6-8 s8)
(board-truck driver2 truck3 s8)
(drive-truck truck3 s8 s1 driver2)
(load-truck package5 truck3 s1)
(drive-truck truck3 s1 s5 driver2)
(load-truck package2 truck3 s5)
(load-truck package1 truck3 s5)
(drive-truck truck3 s5 s0 driver2)
(unload-truck package2 truck3 s0)
(unload-truck package1 truck3 s0)
(drive-truck truck3 s0 s3 driver2)
(unload-truck package5 truck3 s3)
