(turn_to satellite4 planet5 planet10)
(turn_to satellite3 planet9 groundstation3)
(turn_to satellite1 planet10 star4)
(turn_to satellite2 star0 star1)
(turn_to satellite0 star1 star0)
(switch_on instrument0 satellite0)
(calibrate satellite0 instrument0 star1)
(turn_to satellite0 star7 star1)
(take_image satellite0 star7 instrument0 image4)
(turn_to satellite0 planet9 star7)
(take_image satellite0 planet9 instrument0 image4)
(turn_to satellite0 phenomenon14 planet9)
(take_image satellite0 phenomenon14 instrument0 image4)
(switch_on instrument5 satellite2)
(calibrate satellite2 instrument5 star0)
(turn_to satellite2 star12 star0)
(take_image satellite2 star12 instrument5 infrared3)
(turn_to satellite2 star15 star12)
(take_image satellite2 star15 instrument5 image2)
