(unstack n f)
(put-down n)
(unstack l d)
(put-down l)
(unstack k c)
(unstack d a)
(put-down d)
(unstack c m)
(stack c l)
(unstack m i)
(put-down e)
(unstack g q)
(put-down g)
(unstack q b)
(unstack b p)
(unstack p h)
(unstack h j)
(put-down h)
(put-down j)
(pick-up o)
(stack o m)
(pick-up e)
(stack e o)
(pick-up h)
(stack h e)
(pick-up a)
(stack a h)
(pick-up g)
(stack g a)
(stack b g)
(pick-up f)
(stack j f)
(pick-up i)
(unstack c l)
(stack c i)
(pick-up n)
(stack n c)
(stack p n)
(pick-up l)
(stack l p)
(stack q l)
