(unstack n f)
(put-down n)
(unstack l d)
(stack l n)
(unstack k c)
(stack k f)
(unstack d a)
(put-down d)
(unstack c m)
(unstack m i)
(stack m d)
(unstack e g)
(put-down e)
(unstack g q)
(put-down g)
(put-down q)
(unstack b p)
(unstack p h)
(unstack h j)
(put-down h)
(unstack j o)
(put-down j)
(stack o m)
(pick-up e)
(pick-up h)
(unstack c a)
(put-down c)
(stack a h)
(pick-up g)
(stack g a)
(pick-up b)
(stack b g)
(stack j b)
(unstack k f)
(put-down k)
(pick-up f)
(stack f j)
(pick-up i)
(stack i k)
(pick-up c)
(stack c i)
(unstack l n)
(stack n c)
(pick-up l)
(pick-up p)
