(unstack b h)
(stack b i)
(unstack b i)
(stack b i)
(unstack h k)
(stack h b)
(unstack k c)
(stack k h)
(unstack c f)
(put-down c)
(unstack f j)
(put-down f)
(unstack k h)
(stack k f)
(unstack j d)
(stack j c)
(unstack j c)
(stack j c)
(unstack d a)
(put-down d)
(pick-up a)
(stack a k)
(unstack h b)
(stack h a)
(unstack b i)
(stack b h)
(unstack j c)
(stack j b)
(unstack i e)
(stack i c)
(unstack i c)
(stack i c)
(unstack e g)
(stack e j)
(pick-up g)
(stack g e)
(unstack i c)
(stack i g)
(pick-up d)
(stack d i)
(unstack d i)
(stack d i)
(pick-up c)
(stack c d)
