(walk driver1 s0 p0-2)
(walk driver1 p0-2 s2)
(board-truck driver1 truck3 s2)
(load-truck package6 truck3 s2)
(drive-truck truck3 s2 s5 driver1)
(load-truck package3 truck3 s5)
(drive-truck truck3 s5 s4 driver1)
(unload-truck package3 truck3 s4)
(load-truck package1 truck3 s4)
(drive-truck truck3 s4 s6 driver1)
(load-truck package4 truck3 s6)
(load-truck package2 truck3 s6)
(drive-truck truck3 s6 s11 driver1)
(drive-truck truck3 s11 s7 driver1)
(unload-truck package6 truck3 s7)
(drive-truck truck3 s7 s0 driver1)
(unload-truck package4 truck3 s0)
(unload-truck package2 truck3 s0)
(drive-truck truck3 s0 s4 driver1)
(drive-truck truck3 s4 s5 driver1)
(unload-truck package1 truck3 s5)
(drive-truck truck3 s5 s4 driver1)
(disembark-truck driver1 truck3 s4)
(walk driver1 s4 p11-4)
(walk driver1 p11-4 s11)
(board-truck driver2 truck2 s9)
(drive-truck truck2 s9 s8 driver2)
