(drive-truck truck2 s9 s11 driver2)
(walk driver1 s0 p0-2)
(walk driver1 p0-2 s2)
(drive-truck truck2 s11 s6 driver2)
(drive-truck truck2 s6 s4 driver2)
(unload-truck package4 truck2 s4)
(load-truck package1 truck2 s4)
(drive-truck truck2 s4 s1 driver2)
(unload-truck package2 truck2 s1)
(drive-truck truck2 s10 s5 driver2)
(unload-truck package1 truck2 s5)
(drive-truck truck2 s5 s2 driver2)
(load-truck package6 truck2 s2)
(unload-truck package3 truck2 s2)
(drive-truck truck2 s2 s3 driver2)
(board-truck driver1 truck3 s2)
(drive-truck truck3 s2 s0 driver1)
(disembark-truck driver1 truck3 s7)
(walk driver1 p2-7 s2)
