(communicate_soil_data rover0 general waypoint4 waypoint4 waypoint9)
(calibrate rover1 camera2 objective4 waypoint6)
(take_image rover1 waypoint6 objective4 camera2 high_res)
(take_image rover0 waypoint4 objective3 camera1 low_res)
(navigate rover2 waypoint1 waypoint7)
(sample_soil rover2 rover2store waypoint7)
(communicate_soil_data rover2 general waypoint7 waypoint7 waypoint9)
(navigate rover3 waypoint1 waypoint4)
(navigate rover3 waypoint4 waypoint2)
(navigate rover3 waypoint2 waypoint4)
(communicate_rock_data rover3 general waypoint2 waypoint4 waypoint9)
(navigate rover3 waypoint4 waypoint9)
(sample_rock rover3 rover3store waypoint9)
(navigate rover3 waypoint9 waypoint4)
(communicate_rock_data rover3 general waypoint9 waypoint4 waypoint9)
(navigate rover0 waypoint4 waypoint8)
(drop rover0 rover0store)
(sample_soil rover0 rover0store waypoint8)
(navigate rover0 waypoint8 waypoint4)
(drop rover0 rover0store)
(navigate rover0 waypoint10 waypoint4)
