(up f0 f1)
(up f1 f2)
(board f2 p5)
(up f2 f3)
(depart f3 p5)
(up f3 f10)
(up f10 f14)
(up f14 f16)
(up f16 f18)
(up f18 f22)
(up f22 f24)
(up f24 f26)
(up f26 f29)
(board f29 p21)
(down f29 f27)
(depart f27 p21)
(up f27 f33)
(up f33 f36)
(up f36 f38)
(up f38 f39)
(up f39 f42)
(up f42 f43)
(up f43 f48)
(up f48 f51)
(board f51 p7)
(down f51 f14)
(depart f14 p7)
(up f14 f16)
(up f16 f18)
(up f18 f22)
(up f22 f24)
(up f24 f26)
(board f26 p6)
(up f26 f33)
(up f33 f36)
(up f36 f38)
(up f38 f39)
(up f39 f42)
(up f42 f43)
(depart f43 p6)
(up f43 f48)
(board f48 p8)
(down f48 f10)
(depart f10 p8)
(up f10 f16)
(up f16 f18)
(up f18 f22)
(up f22 f36)
(board f36 p9)
(down f36 f24)
(depart f24 p9)
(up f24 f33)
(up f33 f38)
(up f38 f39)
(up f39 f42)
(board f42 p12)
(down f42 f18)
(depart f18 p12)
(up f18 f22)
(up f22 f33)
(up f33 f38)
(up f38 f39)
(board f39 p0)
(down f39 f22)
(depart f22 p0)
(up f22 f33)
(up f33 f38)
(board f38 p3)
(down f38 f16)
(depart f16 p3)
(down f16 f1)
(board f1 p4)
(up f1 f33)
(depart f33 p4)
