(load-truck package5 truck2 s1)
(walk driver2 s2 p1-2)
(walk driver2 p1-2 s1)
(board-truck driver2 truck2 s1)
(drive-truck truck2 s1 s5 driver2)
(load-truck package2 truck2 s5)
(load-truck package1 truck2 s5)
(drive-truck truck2 s5 s0 driver2)
(drive-truck truck2 s0 s7 driver2)
(unload-truck package2 truck2 s7)
(drive-truck truck2 s7 s9 driver2)
(unload-truck package5 truck2 s9)
(load-truck package3 truck2 s9)
(drive-truck truck2 s9 s3 driver2)
(load-truck package4 truck2 s3)
(unload-truck package3 truck2 s3)
(unload-truck package1 truck2 s3)
(drive-truck truck2 s3 s0 driver2)
(drive-truck truck2 s0 s8 driver2)
(unload-truck package4 truck2 s8)
(disembark-truck driver2 truck2 s8)
(board-truck driver2 truck3 s8)
(drive-truck truck3 s8 s1 driver2)
(disembark-truck driver2 truck3 s1)
(walk driver2 s1 p0-1)
(walk driver2 p0-1 s0)
