(sample_soil rover0 rover0store waypoint4)
(navigate rover3 waypoint4 waypoint8)
(take_image rover1 waypoint6 objective1 camera2 low_res)
(navigate rover2 waypoint6 waypoint5)
(sample_soil rover2 rover2store waypoint5)
(navigate rover2 waypoint5 waypoint6)
(sample_rock rover3 rover3store waypoint1)
(navigate rover3 waypoint1 waypoint4)
(drop rover3 rover3store)
(sample_rock rover3 rover3store waypoint9)
(communicate_rock_data rover3 general waypoint9 waypoint4 waypoint9)
(navigate rover0 waypoint4 waypoint8)
(drop rover0 rover0store)
(sample_soil rover0 rover0store waypoint8)
(communicate_soil_data rover0 general waypoint8 waypoint8 waypoint9)
(navigate rover1 waypoint6 waypoint1)
(take_image rover1 waypoint1 objective2 camera2 high_res)
(navigate rover1 waypoint1 waypoint7)
