(board-truck driver2 truck1 s2)
(board-truck driver3 truck2 s1)
(load-truck package4 truck2 s3)
(drive-truck truck2 s3 s1 driver3)
(unload-truck package4 truck2 s5)
(load-truck package1 truck2 s5)
(unload-truck package1 truck2 s1)
(drive-truck truck2 s1 s8 driver3)
(drive-truck truck2 s8 s9 driver3)
(load-truck package3 truck2 s9)
(drive-truck truck2 s8 s0 driver3)
(drive-truck truck2 s0 s8 driver3)
(board-truck driver3 truck3 s8)
(drive-truck truck3 s8 s1 driver3)
(disembark-truck driver3 truck3 s1)
(walk driver1 s9 p7-9)
(walk driver1 p7-9 s7)
(walk driver1 s7 p3-7)
(walk driver1 s3 p2-3)
(walk driver1 s2 p1-2)
(walk driver1 p1-2 s1)
(drive-truck truck3 s1 s3 driver1)
