(board-truck driver2 truck1 s2)
(drive-truck truck1 s2 s0 driver2)
(drive-truck truck1 s1 s6 driver2)
(board-truck driver3 truck2 s1)
(load-truck package4 truck2 s3)
(unload-truck package4 truck2 s5)
(unload-truck package1 truck2 s1)
(drive-truck truck2 s1 s8 driver3)
(drive-truck truck2 s8 s9 driver3)
(drive-truck truck2 s4 s8 driver3)
(drive-truck truck2 s0 s2 driver3)
(unload-truck package2 truck2 s2)
(drive-truck truck2 s2 s0 driver3)
(drive-truck truck2 s0 s8 driver3)
(disembark-truck driver3 truck2 s8)
(board-truck driver3 truck3 s8)
(disembark-truck driver3 truck3 s1)
(walk driver1 p3-7 s3)
(walk driver1 s3 p2-3)
(walk driver1 p2-3 s2)
(walk driver1 p1-2 s1)
(board-truck driver1 truck3 s1)
