(navigate rover3 waypoint4 waypoint8)
(communicate_soil_data rover0 general waypoint8 waypoint8 waypoint9)
(calibrate rover1 camera2 objective4 waypoint6)
(communicate_image_data rover1 general objective1 low_res waypoint6 waypoint9)
(sample_soil rover2 rover2store waypoint7)
(navigate rover3 waypoint1 waypoint4)
(drop rover3 rover3store)
(navigate rover0 waypoint8 waypoint4)
(sample_soil rover0 rover0store waypoint0)
(communicate_soil_data rover0 general waypoint0 waypoint7 waypoint9)
(navigate rover0 waypoint7 waypoint0)
(navigate rover0 waypoint0 waypoint4)
(navigate rover0 waypoint4 waypoint5)
(navigate rover0 waypoint4 waypoint10)
