(turn_to satellite1 planet9 star4)
(turn_to satellite0 star1 star0)
(switch_on instrument0 satellite0)
(calibrate satellite0 instrument0 star1)
(turn_to satellite0 star7 star1)
(take_image satellite0 star7 instrument0 image4)
(take_image satellite0 planet10 instrument0 image4)
(switch_on instrument9 satellite4)
(calibrate satellite4 instrument9 star2)
(take_image satellite4 star7 instrument9 infrared3)
(turn_to satellite2 planet5 star0)
(turn_to satellite2 phenomenon8 planet5)
(turn_to satellite2 star11 phenomenon8)
(calibrate satellite2 instrument5 star0)
(take_image satellite2 phenomenon14 instrument5 image2)
(turn_to satellite2 star11 planet5)
(turn_to satellite2 planet5 star11)
