(lift hoist0 crate5 crate4 depot0)
(lift hoist1 crate6 crate3 distributor0)
(lift hoist1 crate1 crate0 distributor0)
(load hoist1 crate1 truck1 distributor0)
(load hoist1 crate0 truck1 distributor0)
(unload hoist1 crate6 truck1 distributor0)
(drive truck1 distributor0 depot0)
(drop hoist1 crate6 pallet1 distributor0)
(load hoist0 crate5 truck1 depot0)
(lift hoist0 crate4 crate2 depot0)
(load hoist0 crate4 truck1 depot0)
(load hoist0 crate2 truck1 depot0)
(unload hoist0 crate7 truck1 depot0)
(drop hoist0 crate7 pallet0 depot0)
(drop hoist0 crate5 crate7 depot0)
(unload hoist0 crate1 truck1 depot0)
(drop hoist0 crate1 crate5 depot0)
(unload hoist0 crate2 truck1 depot0)
(drop hoist0 crate2 crate1 depot0)
(unload hoist0 crate4 truck1 depot0)
(drop hoist0 crate4 crate2 depot0)
(drop hoist0 crate3 crate4 depot0)
(unload hoist0 crate0 truck1 depot0)
(drop hoist0 crate0 crate3 depot0)
