(unstack c g)
(put-down c)
(unstack g e)
(stack g c)
(unstack g c)
(stack g c)
(unstack e i)
(put-down e)
(unstack g c)
(stack g e)
(unstack g e)
(stack g e)
(unstack i j)
(stack i c)
(unstack j a)
(stack j g)
(unstack j g)
(stack j g)
(unstack f d)
(put-down f)
(unstack d h)
(put-down d)
(pick-up h)
(stack h j)
(unstack a b)
(stack a h)
(unstack i c)
(stack i a)
(unstack i a)
(stack i a)
(pick-up f)
(stack f i)
(pick-up d)
(stack d f)
(pick-up b)
(stack b d)
(unstack b d)
(stack b d)
(pick-up c)
(stack c b)
