(board f0 p0)
(up f0 f1)
(up f1 f2)
(up f2 f4)
(up f4 f5)
(up f5 f7)
(up f7 f11)
(board f11 p1)
(depart f16 p1)
(up f17 f18)
(up f18 f26)
(up f26 f36)
(depart f37 p7)
(up f38 f39)
(up f39 f41)
(board f43 p13)
(down f43 f5)
(depart f5 p13)
(up f5 f7)
(up f7 f13)
(up f17 f18)
(up f18 f36)
(up f36 f37)
(up f37 f38)
(up f38 f39)
(board f41 p16)
(down f41 f37)
(depart f37 p16)
(down f38 f4)
(board f4 p2)
(up f4 f39)
(depart f39 p2)
(down f39 f2)
(up f2 f17)
(down f17 f7)
(depart f7 p4)
(up f7 f13)
(up f13 f36)
(up f36 f38)
(up f13 f36)
(down f36 f2)
(depart f2 p8)
