(board f0 p0)
(up f1 f2)
(up f2 f5)
(up f14 f17)
(up f17 f18)
(depart f18 p3)
(up f18 f20)
(board f20 p5)
(up f20 f24)
(board f26 p7)
(up f26 f32)
(up f32 f36)
(up f36 f37)
(depart f37 p7)
(board f37 p6)
(down f39 f2)
(up f2 f5)
(up f5 f7)
(up f7 f14)
(up f14 f17)
(up f17 f32)
(up f32 f36)
(down f36 f2)
(depart f2 p8)
(up f2 f5)
(up f5 f7)
(up f7 f14)
(up f32 f39)
(depart f39 p9)
(down f39 f14)
(board f14 p12)
(down f14 f5)
(depart f5 p12)
(up f5 f17)
(board f17 p4)
(depart f7 p4)
(up f7 f32)
(board f32 p18)
(down f32 f14)
