(sample_soil rover0 rover0store waypoint4)
(communicate_soil_data rover0 general waypoint4 waypoint4 waypoint9)
(take_image rover1 waypoint6 objective1 camera2 low_res)
(communicate_image_data rover1 general objective1 low_res waypoint6 waypoint9)
(navigate rover2 waypoint1 waypoint7)
(sample_soil rover2 rover2store waypoint7)
(communicate_soil_data rover2 general waypoint7 waypoint7 waypoint9)
(navigate rover3 waypoint4 waypoint1)
(drop rover3 rover3store)
(navigate rover3 waypoint3 waypoint1)
(navigate rover3 waypoint4 waypoint9)
(sample_rock rover3 rover3store waypoint9)
(navigate rover0 waypoint4 waypoint2)
(navigate rover0 waypoint2 waypoint4)
