(calibrate rover1 camera2 objective4 waypoint6)
(take_image rover0 waypoint4 objective3 camera1 low_res)
(communicate_image_data rover0 general objective3 low_res waypoint4 waypoint9)
(communicate_soil_data rover2 general waypoint7 waypoint7 waypoint9)
(navigate rover3 waypoint4 waypoint1)
(sample_rock rover3 rover3store waypoint1)
(communicate_rock_data rover3 general waypoint1 waypoint4 waypoint9)
(navigate rover3 waypoint4 waypoint1)
(navigate rover3 waypoint1 waypoint10)
(sample_rock rover3 rover3store waypoint10)
(navigate rover3 waypoint10 waypoint1)
(navigate rover3 waypoint1 waypoint3)
(communicate_rock_data rover3 general waypoint10 waypoint3 waypoint9)
(navigate rover3 waypoint1 waypoint4)
(navigate rover3 waypoint4 waypoint9)
(drop rover3 rover3store)
(navigate rover0 waypoint4 waypoint2)
(sample_soil rover0 rover0store waypoint2)
(drop rover0 rover0store)
(navigate rover0 waypoint5 waypoint4)
(communicate_soil_data rover0 general waypoint5 waypoint4 waypoint9)
(navigate rover0 waypoint4 waypoint10)
(navigate rover0 waypoint10 waypoint4)
