(turn_to satellite4 planet11 star9)
(turn_to satellite3 star0 planet10)
(turn_to satellite2 phenomenon12 phenomenon6)
(turn_to satellite1 star2 planet11)
(turn_to satellite0 star3 star0)
(switch_on instrument0 satellite0)
(calibrate satellite0 instrument0 star3)
(turn_to satellite0 phenomenon8 star3)
(take_image satellite0 phenomenon8 instrument0 infrared1)
(switch_on instrument3 satellite1)
(calibrate satellite1 instrument3 star2)
(turn_to satellite1 planet10 star2)
(take_image satellite1 planet10 instrument3 image3)
(turn_to satellite1 planet11 planet10)
(take_image satellite1 planet11 instrument3 image3)
(turn_to satellite1 phenomenon12 planet11)
(take_image satellite1 phenomenon12 instrument3 image2)
(turn_to satellite1 phenomenon13 phenomenon12)
(take_image satellite1 phenomenon13 instrument3 image3)
(turn_to satellite1 star14 phenomenon13)
(take_image satellite1 star14 instrument3 image3)
