(walk driver3 s1 p2-1)
(walk driver3 p2-1 s2)
(board-truck driver3 truck2 s2)
(drive-truck truck2 s2 s0 driver3)
(board-truck driver3 truck3 s2)
(disembark-truck driver3 truck3 s1)
(walk driver3 s1 p2-1)
(walk driver3 p2-1 s2)
(drive-truck truck1 s2 s0 driver3)
(load-truck package1 truck1 s0)
(unload-truck package6 truck1 s0)
(drive-truck truck1 s0 s2 driver3)
(unload-truck package1 truck1 s2)
(drive-truck truck1 s2 s0 driver3)
(load-truck package3 truck1 s0)
(drive-truck truck1 s0 s1 driver3)
(load-truck package5 truck1 s1)
(unload-truck package3 truck1 s1)
(walk driver2 s0 p1-0)
(walk driver2 p1-0 s1)
