(up f0 f1)
(up f1 f2)
(board f2 p3)
(up f2 f6)
(up f6 f7)
(up f7 f8)
(up f8 f10)
(up f10 f14)
(up f14 f15)
(up f15 f16)
(up f16 f18)
(depart f18 p3)
(up f18 f19)
(up f19 f21)
(up f21 f22)
(up f22 f23)
(up f23 f26)
(up f26 f27)
(board f27 p6)
(down f27 f6)
(depart f6 p6)
(up f6 f7)
(up f7 f8)
(up f8 f10)
(up f10 f14)
(up f14 f15)
(up f15 f16)
(board f16 p9)
(up f16 f19)
(up f19 f21)
(depart f21 p9)
(up f21 f22)
(up f22 f23)
(up f23 f26)
(board f26 p12)
(down f26 f14)
(depart f14 p12)
(up f14 f15)
(up f15 f19)
(up f19 f22)
(up f22 f23)
(board f23 p0)
(down f23 f8)
(depart f8 p0)
(up f8 f10)
(up f10 f15)
(down f15 f1)
(board f1 p8)
(up f1 f19)
(depart f19 p8)
(up f19 f22)
(down f22 f2)
(board f2 p5)
(up f2 f23)
(depart f23 p5)
(down f23 f7)
(up f7 f10)
(board f10 p7)
(up f10 f15)
(up f15 f22)
(depart f22 p7)
(down f22 f15)
(board f15 p4)
(down f15 f7)
(depart f7 p4)
