(turn_to satellite4 planet5 planet10)
(turn_to satellite2 planet9 star1)
(turn_to satellite0 planet10 star0)
(turn_to satellite3 star4 groundstation3)
(turn_to satellite1 groundstation3 star4)
(switch_on instrument2 satellite1)
(calibrate satellite1 instrument2 groundstation3)
(turn_to satellite1 star6 groundstation3)
(take_image satellite1 star6 instrument2 infrared0)
(turn_to satellite1 planet10 star6)
(take_image satellite1 planet10 instrument2 image2)
(turn_to satellite1 star11 planet10)
(take_image satellite1 star11 instrument2 image2)
(switch_on instrument7 satellite3)
(calibrate satellite3 instrument7 star4)
(turn_to satellite3 star7 star4)
(take_image satellite3 star7 instrument7 image4)
(turn_to satellite3 phenomenon13 star7)
(take_image satellite3 phenomenon13 instrument7 image4)
(turn_to satellite3 phenomenon14 phenomenon13)
(take_image satellite3 phenomenon14 instrument7 image4)
