(turn_to satellite4 planet10 star9)
(turn_to satellite2 star2 phenomenon6)
(turn_to satellite1 star2 planet11)
(turn_to satellite0 star4 star0)
(switch_on instrument0 satellite0)
(turn_to satellite0 phenomenon8 star3)
(take_image satellite0 phenomenon8 instrument0 infrared1)
(switch_on instrument3 satellite1)
(calibrate satellite1 instrument3 star2)
(turn_to satellite1 phenomenon6 star2)
(take_image satellite1 phenomenon6 instrument3 image2)
(turn_to satellite1 planet10 phenomenon6)
(turn_to satellite1 planet11 planet10)
(turn_to satellite1 phenomenon12 planet11)
(turn_to satellite1 phenomenon6 phenomenon12)
(take_image satellite1 star14 instrument3 image2)
(turn_to satellite1 phenomenon6 star14)
