(lift hoist1 crate0 pallet4 distributor0)
(load hoist1 crate0 truck1 distributor0)
(drive truck1 distributor0 depot0)
(load hoist0 crate2 truck1 depot0)
(drive truck1 depot0 distributor1)
(unload hoist2 crate0 truck1 distributor1)
(lift hoist2 crate7 crate4 distributor1)
(drop hoist2 crate7 crate0 distributor1)
(unload hoist2 crate2 truck1 distributor1)
(drop hoist2 crate2 crate7 distributor1)
(drive truck1 distributor1 depot0)
(lift hoist1 crate6 crate5 distributor0)
(load hoist1 crate6 truck0 distributor0)
(lift hoist1 crate5 crate1 distributor0)
(load hoist1 crate5 truck0 distributor0)
(lift hoist1 crate1 pallet1 distributor0)
(drop hoist1 crate1 crate8 distributor0)
