(lift hoist1 crate8 crate3 distributor0)
(drive truck1 distributor0 distributor1)
(load hoist2 crate7 truck1 distributor1)
(drive truck1 distributor1 depot0)
(lift hoist0 crate2 pallet0 depot0)
(load hoist0 crate2 truck1 depot0)
(unload hoist0 crate7 truck1 depot0)
(drive truck1 depot0 distributor0)
(drop hoist0 crate7 pallet0 depot0)
(drop hoist1 crate3 crate0 distributor0)
(unload hoist1 crate2 truck1 distributor0)
(lift hoist1 crate6 crate5 distributor0)
(load hoist1 crate6 truck1 distributor0)
(lift hoist1 crate5 crate1 distributor0)
(drop hoist1 crate5 crate3 distributor0)
(unload hoist1 crate8 truck1 distributor0)
(drop hoist1 crate1 crate2 distributor0)
