(up f0 f1)
(up f2 f4)
(up f4 f11)
(board f11 p1)
(up f11 f14)
(up f14 f16)
(depart f16 p1)
(up f16 f20)
(up f20 f24)
(depart f24 p5)
(up f24 f26)
(up f26 f32)
(up f32 f36)
(up f36 f37)
(depart f37 p7)
(board f37 p6)
(up f37 f39)
(depart f39 p6)
(up f2 f4)
(up f4 f11)
(up f11 f14)
(up f14 f24)
(up f32 f36)
(board f36 p8)
(down f36 f2)
(depart f2 p8)
(up f2 f4)
(up f4 f11)
(up f11 f14)
(board f14 p9)
(up f14 f24)
(up f24 f32)
(up f4 f11)
(up f24 f32)
(board f32 p11)
(down f32 f1)
(up f1 f11)
(down f11 f4)
(board f4 p2)
(depart f39 p2)
