(lift hoist0 crate5 crate4 depot0)
(lift hoist1 crate6 crate3 distributor0)
(load hoist1 crate6 truck0 distributor0)
(load hoist1 crate5 truck0 distributor0)
(lift hoist1 crate3 crate1 distributor0)
(unload hoist1 crate4 truck0 distributor0)
(drop hoist1 crate4 crate1 distributor0)
(drop hoist0 crate2 crate6 depot0)
(load hoist1 crate4 truck1 distributor0)
(unload hoist0 crate3 truck0 depot0)
(drive truck1 distributor0 depot0)
(unload hoist0 crate1 truck1 depot0)
(unload hoist0 crate4 truck1 depot0)
(unload hoist1 crate7 truck0 distributor0)
(drop hoist1 crate7 pallet1 distributor0)
(drop hoist1 crate0 crate7 distributor0)
(unload hoist1 crate4 truck1 distributor0)
