(lift hoist0 crate5 crate4 depot0)
(lift hoist1 crate7 crate6 distributor0)
(load hoist1 crate7 truck0 distributor0)
(lift hoist1 crate6 crate3 distributor0)
(load hoist1 crate6 truck0 distributor0)
(lift hoist0 crate4 crate2 depot0)
(drive truck0 distributor0 depot0)
(load hoist0 crate4 truck0 depot0)
(unload hoist0 crate6 truck0 depot0)
(drop hoist0 crate6 pallet0 depot0)
(drop hoist1 crate5 crate3 distributor0)
(unload hoist0 crate2 truck0 depot0)
(drive truck0 depot0 distributor0)
(load hoist1 crate5 truck0 distributor0)
(lift hoist1 crate3 crate1 distributor0)
(unload hoist1 crate4 truck0 distributor0)
(drop hoist1 crate4 crate1 distributor0)
(load hoist1 crate4 truck1 distributor0)
(unload hoist0 crate3 truck0 depot0)
(lift hoist1 crate1 crate0 distributor0)
(load hoist1 crate1 truck1 distributor0)
(lift hoist1 crate0 pallet1 distributor0)
(lift hoist0 crate4 crate1 depot0)
(load hoist0 crate4 truck1 depot0)
(unload hoist1 crate7 truck0 distributor0)
(drop hoist1 crate7 pallet1 distributor0)
(drive truck1 depot0 distributor0)
(drop hoist1 crate1 crate0 distributor0)
