(up f0 f2)
(up f2 f4)
(up f4 f5)
(up f5 f7)
(up f7 f13)
(board f13 p3)
(up f13 f14)
(up f14 f17)
(up f17 f18)
(depart f18 p3)
(up f18 f20)
(board f20 p5)
(up f20 f24)
(depart f24 p5)
(up f24 f26)
(board f26 p7)
(board f26 p15)
(up f26 f32)
(depart f32 p15)
(up f32 f37)
(depart f37 p7)
(board f37 p6)
(up f37 f39)
(depart f39 p6)
(up f39 f43)
(board f43 p13)
(down f43 f5)
(depart f5 p13)
(up f5 f7)
(up f7 f14)
(board f14 p9)
(up f14 f17)
(up f17 f36)
(up f36 f39)
(depart f39 p9)
(down f39 f2)
(up f2 f4)
(up f4 f17)
(board f17 p4)
(down f17 f7)
(depart f7 p4)
(up f7 f36)
(board f36 p8)
(up f36 f39)
(down f39 f2)
(depart f2 p8)
(up f2 f4)
(board f4 p2)
(up f4 f39)
(depart f39 p2)
