(up f0 f1)
(up f1 f2)
(up f2 f3)
(board f3 p13)
(up f3 f6)
(up f7 f10)
(up f10 f11)
(depart f11 p13)
(up f11 f13)
(up f15 f16)
(board f16 p9)
(up f16 f18)
(up f19 f21)
(depart f21 p9)
(up f22 f23)
(up f23 f27)
(up f7 f10)
(up f10 f13)
(up f13 f15)
(down f18 f1)
(board f1 p8)
(up f1 f19)
(depart f19 p8)
(board f2 p3)
(up f2 f7)
(up f7 f10)
(up f13 f15)
(up f15 f18)
(depart f18 p3)
(down f22 f2)
(board f2 p5)
(up f2 f23)
(depart f23 p5)
(down f23 f2)
(up f2 f7)
(up f7 f10)
(board f10 p7)
(up f15 f22)
(depart f22 p7)
(down f22 f13)
(board f13 p2)
(down f13 f2)
(depart f2 p2)
(up f2 f15)
(depart f7 p4)
