(unstack b h)
(stack b i)
(unstack h k)
(stack h b)
(unstack h b)
(stack h b)
(unstack k c)
(stack k h)
(unstack c f)
(put-down c)
(unstack f j)
(stack f c)
(unstack f c)
(stack f c)
(unstack j d)
(put-down j)
(unstack d a)
(put-down d)
(unstack k h)
(stack k a)
(unstack f c)
(stack f k)
(unstack h b)
(stack h f)
(unstack b i)
(stack b h)
(unstack b h)
(stack b h)
(pick-up j)
(stack j b)
(unstack i e)
(stack i c)
(unstack e g)
(stack e j)
(pick-up g)
(stack g e)
(unstack g e)
(stack g e)
(unstack i c)
(stack i g)
(pick-up d)
(stack d i)
(pick-up c)
(stack c d)
