(AT driver1 s11) (AT truck2 s8) (AT truck3 s4) (AT package1 s5) (AT package2 s0) (AT package3 s4) (AT package4 s0) (AT package6 s7)
(AT driver1 s11) (AT truck2 s8) (AT truck3 s7) (AT package1 s5) (AT package2 s0) (AT package3 s4) (AT package4 s0) (AT package6 s3)
(AT driver1 s10) (AT truck2 s9) (AT truck3 s4) (AT package1 s7) (AT package2 s0) (AT package3 s2) (AT package4 s0) (AT package6 s3)
(AT driver1 s10) (AT truck2 s9) (AT truck3 s8) (AT package1 s7) (AT package2 s0) (AT package3 s2) (AT package4 s5) (AT package6 s3)
(AT driver1 s2) (AT truck2 s3) (AT truck3 s7) (AT package1 s5) (AT package2 s1) (AT package3 s2) (AT package4 s4) (AT package6 s3)
(AT driver1 s2) (AT truck2 s3) (AT truck3 s8) (AT package1 s7) (AT package2 s0) (AT package3 s2) (AT package4 s5) (AT package6 s3)
(AT driver1 s1) (AT truck2 s10) (AT truck3 s7) (AT package1 s5) (AT package2 s1) (AT package3 s2) (AT package4 s4) (AT package6 s3)
(AT driver1 s1) (AT truck2 s10) (AT truck3 s6) (AT package1 s5) (AT package2 s1) (AT package3 s0) (AT package4 s4) (AT package6 s4)
(AT driver1 s4) (AT truck2 s7) (AT truck3 s3) (AT package1 s5) (AT package2 s0) (AT package3 s2) (AT package4 s4) (AT package6 s3)
(AT driver1 s4) (AT truck2 s7) (AT truck3 s7) (AT package1 s5) (AT package2 s1) (AT package3 s6) (AT package4 s2) (AT package6 s1)
